Центральный антикварный магазин,Административные учреждения,"г. Ташкент, Мирабадский район, пр-т Амира Темура, д. 16",4.055372589
"""Credit Asia"" (""Sifat-Biznes-Savdo"" ООО) Сеть магазинов бытовой техники (7)",Административные учреждения,"Узбекистан, Ташкент, МИРАБАДСКИЙ РАЙОН, ул. ФАРГОНА ЙУЛИ, 13/14",3.901156937
"""По Карману"" (""Azia Business Paper"" ИП ООО) Магазин",Административные учреждения,"Узбекистан, 100015, Ташкент, ЧИЛАНЗАРСКИЙ РАЙОН, ул. ЧУПОН-ОТА, 23, офис 1",4.221054912
Магазин пряжи "Nako" (Nisi Multifruit Trade СП ООО),Административные учреждения,"г. Ташкент, Чиланзарский район, м-в Чиланзар-9, перекресток ул. Чапаната и Катартал, д. 1а",3.457856017
"""Живая техника"" Магазин",Административные учреждения,"Узбекистан, 100011, Ташкент, ШАЙХАНТАХУРСКИЙ РАЙОН, ул. НАВОИ, 69",3.61126379
"""Жасур бизнес"" ООО",Административные учреждения,"Узбекистан, Ташкент, СЕРГЕЛИЙСКИЙ РАЙОН, м-в СЕРГЕЛИ-1,",1.113751194
"""Аюк савдо"" ЧП",Административные учреждения,"Узбекистан, Ташкент, МИРАБАДСКИЙ РАЙОН, ул. КИЧИК БЕШ-ЁГОЧ, 192",2.590118563
"""Tegen"" (""Best Quality Products"" ООО) (16)",Административные учреждения,"г. Ташкент, Чиланзарский район, ул. Катартал, д. 60, маг. № 88А",1.548804839
"""Premium Solutions Sistems"" ООО",Административные учреждения,"г. Ташкент, Мирзо-Улугбекский район, ул. Сайрам, д. 3А",2.964369131
OOO STEEL SPECIAL DECOR,Административные учреждения,"Янгихаётский район, посёлок Бинокор, улица Зироат 52",1.450581401
"""Spartak West"" ООО",Административные учреждения,"Узбекистан, 100034, Ташкент, АЛМАЗАРСКИЙ РАЙОН, ул. КАРАСАРАЙСКАЯ, 316",1.069183634
"""Aziya Ximiya Invest"" ООО",Административные учреждения,"г. Ташкент, Яшнободский район, 1-й туп. Махзуна, д. 14А",3.454833988
"""Persey"" (""Tsoy Andrey Grigor`yevich"" ЧП)",Административные учреждения,"Узбекистан, Ташкент, ЮНУСАБАДСКИЙ РАЙОН, ул. АХМАДА ДОНИША, 2 Б, магазин №6",2.363338556
"""Ziyo Qurilish Plus"" ООО",Административные учреждения,"г. Ташкент, Шайхантаурский район, ул. Есенина, д. 1, этаж 2",3.332380089
"""Vatan"" ООО ГХАФ Производство",Административные учреждения,"100170, г. Ташкент, Мирзо-Улугбекский район, 7-й проезд Сайрам, д. 4",4.524626765
"""Microelectronica"" ООО",Административные учреждения,"Чиланзар 14-кв,10дом",4.048957642
"""Texnolog-Metaliz"" ООО (""Технолог-Метализ"" ООО)",Административные учреждения,"Узбекистан, 100000, Ташкент, МИРЗО-УЛУГБЕКСКИЙ РАЙОН, ул. АСАКА, 52",2.806244103
"""Temirchi Qo'shuv"" ООО (""Темирчи Кушув"" ООО)",Административные учреждения,"ЧИЛАНЗАРСКИЙ РАЙОН, ул. АРНАСОЙ, 1А",3.869936748
"""Master Delikatesov"" (""Avazova S."" ЧП)",Административные учреждения,"Узбекистан, Ташкент, ЯШНАБАДСКИЙ РАЙОН, ул. БЕШАРИК, 1, магазин 20",2.505039396
"""Metall Dekor"" OOO",Административные учреждения,"г. Ташкент, Мирабадский район, ул. Сурхон, д. 26",4.695582241
"""Kommunalchi Tex-Servis"" OOO",Административные учреждения,"Узбекистан, Ташкент, УЧТЕПИНСКИЙ РАЙОН, ул. ФОЗИЛТЕПА, 8",2.609545919
"""Lider"" (""Sayfulin A. I."" ФХ)",Административные учреждения,"г. Ташкент, Учтепинский район, м-в Чиланзар-15, ул. Фархад, д. 31",4.504026086
"""Lego"" Магазин игрушек",Административные учреждения,"г. Ташкент, Юнусабадский район, пр-т Амира Темура, д. 60",2.002697459
"""Korzinka.uz"" (Аэропорт) (""Anglesey Food"" ДП) Супермаркет",Административные учреждения,"Узбекистан, Ташкент, ЯККАСАРАЙСКИЙ РАЙОН, ул. КИЧИК ХАЛКА ЙУЛИ, 87 А",3.554204268
"""Indesit Hotpoint Ariston"" (""Назаров Равшан Толибназарович"" ЧП)",Административные учреждения,"г. Ташкент, Учтепинский район, ул. Фархад, д. Г-30, 1-блок",1.939348011
"""Dos Hermanas"" (""Kim V.G."" ЧП)",Административные учреждения,"100037, г. Ташкент, Юнусабадский район, м-в Юнусабад-11, ул. Ахмада Дониша, д. 2Б, гиппермаркет ""Meg",1.742894071
"""Мебель Е класса"" (""Землянко А.В."" ЧП) Салон-магазин",Административные учреждения,"Узбекистан, 100000, Ташкент, ЮНУСАБАДСКИЙ РАЙОН, просп. АМИРА ТЕМУРА, 60",2.715954381
"""Azamat Grand Plus"" ООО Филиал",Административные учреждения,"г. Ташкент, Яшнободский район, ул. Бешарик, д. территория рынка ""Кадышева"" блок 3, магазин №1",4.416139319
"""Prestige"" (""Юлдашев И.Р."" ИндП)",Административные учреждения,"г. Ташкент, Шайхантаурский район, ул. Фурката, д. 7",1.285098262
"""Ayol Baxti"" (""Sharifbayeva X."" ИндП) Магазин (1)",Административные учреждения,"Узбекистан, Ташкент, МИРЗО-УЛУГБЕКСКИЙ РАЙОН, ул. КАТТА ДАРХОН, 1-7 А",4.985982507
"""Asl Dombirobod"" ООО Магазин",Административные учреждения,"г. Ташкент, Чиланзарский район, ул. Домбрабад, д. 89",4.868071224
"""Artak"" ЧП Магазин",Административные учреждения,"г. Ташкент, Сергелийский район, м-в Учувчилар шахарчаси, д. 30/31",3.344801094
"""Anor Fayz"" ООО Магазин",Административные учреждения,"Узбекистан, 100096, Ташкент, ЧИЛАНЗАРСКИЙ РАЙОН, ул. ЛУТФИ, 42",1.611251347
"""Afrosiyob Business Centre"" ООО",Административные учреждения,"Узбекистан, 100031, Ташкент, МИРАБАДСКИЙ РАЙОН, ул. АФРОСИАБ, 14",3.260013489
"""Ibrat-Mebel"" ЧП Салон мебели",Административные учреждения,"Узбекистан, Ташкент, УЧТЕПИНСКИЙ РАЙОН, м-в ЧИЛАНЗАР-21, 7",2.333599481
"""1001 Мелочей"" (""Sergeli-Ming Bir Mollar"" ЧФ) (4)",Административные учреждения,"г. Ташкент, Сергелийский район, м-в Сергели-III, магазин №17, на территории ярмарки",4.265840091
"""Home Fashion"" (""Баратов А. Х."" ЧП) Магазин домашнего текстиля",Административные учреждения,"Узбекистан, 100011, Ташкент, ШАЙХАНТАХУРСКИЙ РАЙОН, м-в ДЖАНГОХ, 11 А",4.445215773
"""Grand"" (""Дауд Л. В."" ЧП) Салон мебели",Административные учреждения,"Узбекистан, 100011, Ташкент, ШАЙХАНТАХУРСКИЙ РАЙОН, просп. НАВОИ, 18",3.75746964
"""Furniglass"" ООО",Административные учреждения,"Узбекистан, Ташкент, АЛМАЗАРСКИЙ РАЙОН, ул. КОШОНА, 1",1.699879971
"""Focus"" (""Иргашев Б. Б."" ЧП) Салон мебели",Административные учреждения,"Узбекистан, 100021, Ташкент, ШАЙХАНТАХУРСКИЙ РАЙОН, ул. ФУРКАТА, 7",3.921550251
"""Dafna"" (""Palisandr"" ЧП) Салон мебели",Административные учреждения,"Узбекистан, 100057, Ташкент, АЛМАЗАРСКИЙ РАЙОН, ул. ДЖАМИ, 5",2.507723716
"""Astor"" (""Tashkentskiy Bulvar"" ООО)",Административные учреждения,"г. Ташкент, Чиланзарский район, пр-т Бунёдкор, д. 52, офис Б-4",1.346970516
"""Art Mebel Group"" ООО",Административные учреждения,"Узбекистан, 100020, Ташкент, АЛМАЗАРСКИЙ РАЙОН, просп. БЕРУНИ, блок 1, дом 2, сектор 1",2.227404383
"""Accord Mebel"" ООО",Административные учреждения,"100015, г. Ташкент, Мирабадский район, ул. Айбека, д. 16",4.227245639
"""Союз молодёжи Узбекистана"" Мирзо-Улугбекского района",Административные учреждения,"Узбекистан, Ташкент, МИРЗО-УЛУГБЕКСКИЙ РАЙОН, м-в КАРАСУ-6, 5",4.94068639
Союз бизнесменов Узбекистана и Турции (УТИТ),Административные учреждения,"Узбекистан, 100000, Ташкент, ЯККАСАРАЙСКИЙ РАЙОН, ул. БОБУРА, 6",4.044361116
Профком Олмазорского медицинского объединения центральной поликлиники,Административные учреждения,"100019, г. Ташкент, Олмазорский район, ул. Себзор, д. 19",3.006758729
"""Uztransgaz"" АК Объединённый профсоюзный комитет",Административные учреждения,"100031, г. Ташкент, Яккасарайский район, ул. Юсуфа Хос Ходжиба, д. 31А",3.245236984
НТИ Научно-техническая информация ГУП,Административные учреждения,"Узбекистан, 100047, Ташкент, ЯШНАБАДСКИЙ РАЙОН, ул. ЯХЪЁ ГУЛЯМОВА, 70",3.549787083
Главное управление пожарной безопасности МВД РУз,Административные учреждения,"Узбекистан, 100017, Ташкент, ЮНУСАБАДСКИЙ РАЙОН, просп. ШАРАФА РАШИДОВА, 17",3.416099564
"""Vip Garant Service"" ООО",Административные учреждения,"Узбекистан, 100115, Ташкент, ЧИЛАНЗАРСКИЙ РАЙОН, ул. АРНАСОЙ, 28",3.973085277
"""Himoya Doirasi"" ООО",Административные учреждения,"г. Ташкент, Олмазорский район, ул. Джами, д. 5, этаж 1",3.918028143
"""Elekor"" ООО",Административные учреждения,"Узбекистан, Ташкент, ЧИЛАНЗАРСКИЙ РАЙОН, ул. ЧИЛАНЗАРСКАЯ, 2",1.537866426
Законодательная Палата Олий Мажлиса РУз,Административные учреждения,"Узбекистан, 100035, Ташкент, ЧИЛАНЗАРСКИЙ РАЙОН, просп. БУНЁДКОР, 1",1.243388577
"""Шухрат"" Махаллинский комитет",Административные учреждения,"Узбекистан, 100178, Ташкент, АЛМАЗАРСКИЙ РАЙОН, м-в БЕШКУРГАН-1, 15 А",4.14215454
"""Хамза"" Махаллинский комитет",Административные учреждения,"Узбекистан, 100096, Ташкент, ЧИЛАНЗАРСКИЙ РАЙОН, м-в ЧИЛАНЗАР-5, 43 А",3.474171807
"""СУ-49"" (""Трест-12"" АО)",Административные учреждения,"Узбекистан, Ташкент, АЛМАЗАРСКИЙ РАЙОН, ул. БАЙРОКТОЛ, 110",4.877305907
"""Хабибий"" Махаллинский комитет",Административные учреждения,"г. Ташкент, Сергелийский район, м-в Сергели-V, ул. Мирзо Турсунзода",2.24330881
"""Толарик"" Махаллинский комитет",Административные учреждения,"Узбекистан, Ташкент, МИРАБАДСКИЙ РАЙОН, м-в КУЙЛЮК-4, 40 А",4.001050493
"""Тинчлик"" Махаллинской комитет",Административные учреждения,"г. Ташкент, Сергелийский район, м-в Сергели-VIIIА, дет. сад №598",2.343751589
"""Zamon Loyiha Servis"" ООО",Административные учреждения,"100070, г. Ташкент, Яккасарайский район, ул. Тафаккур, д. 68А, этаж 2, офис 204",2.420857808
"""Бешкапа"" Махаллинский комитет",Административные учреждения,"Узбекистан, 100201, Ташкент, МИРЗО-УЛУГБЕКСКИЙ РАЙОН, ул. КАЛТАТОЙ, 10 А, офис 1",2.329922073
"""Бахор"" Махаллинский комитет",Административные учреждения,"Узбекистан, 100125, Ташкент, МИРЗО-УЛУГБЕКСКИЙ РАЙОН, ул. УЗУМЗОР, 2",1.146810254
"""Nishab Ariq"" Махаллинский комитет",Административные учреждения,"Узбекистан, 100151, Ташкент, УЧТЕПИНСКИЙ РАЙОН, ул. ХАМКОР, 18",2.810009877
"""Lider Plast"" ООО",Административные учреждения,"Узбекистан, Ташкент, ЯШНАБАДСКИЙ РАЙОН, ул. ХУСНОБОД, 90 А",2.171106816
"""Kardise"" ООО",Административные учреждения,"Узбекистан, 100182, Ташкент, БЕКТЕМИРСКИЙ РАЙОН, ул. ЧИРЧИК БУЙИ, 16",2.304190746
Дорожно-патрульная служба УБДД Мирабадского и Яшнободского районов,Административные учреждения,"г. Ташкент, Яшнободский район, ул. Фаргона йули, д. 15",1.445884084
Центральный государственный архив кино-фото-фоно документов Республики Узбекистан (ЦГА КФФД РУз.),Административные учреждения,"Узбекистан, 100043, Ташкент, ЧИЛАНЗАРСКИЙ РАЙОН, м-в ЧИЛАНЗАР-1, 1",1.947025966
"""Brendtel"" ООО",Административные учреждения,"Узбекистан, 100000, Ташкент, МИРЗО-УЛУГБЕКСКИЙ РАЙОН, пл. ХАМИДА АЛИМДЖАНА, 10",4.20630142
"""Binokor TI"" ООО",Административные учреждения,"100005, г. Ташкент, Мирабадский район, ул. Кушкуприк, д. 28/1",2.828053895
"""Baktra"" СП ООО",Административные учреждения,"г. Ташкент, Шайхантаурский район, ул. Кирки, д. 34",3.118617681
"""Aqua World"" (""Kontabrik"" ООО)",Административные учреждения,"Узбекистан, 100072, Ташкент, МИРАБАДСКИЙ РАЙОН, ул. АБДУРАУФА ФИТРАТА, 157 Б",4.709075913
"""Adva"" OOO",Административные учреждения,"Узбекистан, 100016, Ташкент, ЯШНАБАДСКИЙ РАЙОН, туп. 1-й АВИАСОЗЛАР, 22",1.791542088
ГНИ Учтепинского района,Административные учреждения,"Узбекистан, 100131, Ташкент, УЧТЕПИНСКИЙ РАЙОН, ул. МАКСУДА ШЕЙХ-ЗАДЕ, 1 А",4.324136665
"""Matbuot Tarqatuvchi"" АК",Административные учреждения,"Узбекистан, 100000, Ташкент, ЮНУСАБАДСКИЙ РАЙОН, пр. 1-й АМИРА ТЕМУРА, 2",4.839642079
"""Elegant Biznes Plyus"" ООО",Административные учреждения,"Узбекистан, Ташкент, ЮНУСАБАДСКИЙ РАЙОН, ул. ЖАХОН ОБИДОВОЙ, 57/1",4.087015315
"""Darakchi Inform Service"" ООО Редакция журнала",Административные учреждения,"Узбекистан, 100060, Ташкент, МИРАБАДСКИЙ РАЙОН, просп. АМИРА ТЕМУРА, 53",4.73975806
"""Bozor, Pul va Kredit"" ООО",Административные учреждения,"Узбекистан, Ташкент, МИРАБАДСКИЙ РАЙОН, ул. ТОЛЛИМАРЖОН, 1/1",4.170346
Центр развития Фонда "Vatan" ("Vatan" Jamg'armasining Taraqqiyot Markazi") ДП,Административные учреждения,"Узбекистан, 100115, Ташкент, ЧИЛАНЗАРСКИЙ РАЙОН, м-в ЧИЛАНЗАР-2, 15",4.754278375
"""Gold Art Design"" ООО",Административные учреждения,"Узбекистан, Ташкент, ЮНУСАБАДСКИЙ РАЙОН, м-в ЮНУСАБАД-11, 20 А, офис 4",1.244912253
"""Design for you"" ООО",Административные учреждения,"г. Ташкент, Юнусабадский район, пр-т Шарафа Рашидова, д. 16",2.385148061
"""Arx-Dizayn Sana'ti"" ООО",Административные учреждения,"Узбекистан, Ташкент, ЮНУСАБАДСКИЙ РАЙОН, ул. ОКТЕПА, 50",3.907591918
"""Archidea Group"" ООО",Административные учреждения,"г. Ташкент, Юнусабадский район, м-в ТашГРЭС, ул. Богишамол, д. 21",1.062115302
"""A'lo Sifat Eng"" ЧП",Административные учреждения,"Узбекистан, 100167, Ташкент, МИРАБАДСКИЙ РАЙОН, ул. ЧАВАНДОЗ, 47 А",3.626155842
Sanfa,Административные учреждения,"Узбекистан, 100019, Ташкент, МИРАБАДСКИЙ РАЙОН, ул. ФИДОКОР, 3",2.008748814
"""Samandar Savdo Plus"" ЧП Магазин",Административные учреждения,"Узбекистан, Ташкент, СЕРГЕЛИЙСКИЙ РАЙОН, м-в СЕРГЕЛИ-3,",3.08224742
"""UPME"" (""Universal Plast Montaj Engineering"" ООО)",Административные учреждения,"Узбекистан, Ташкент, ЯШНАБАДСКИЙ РАЙОН, ул. ЧИГИЛ, 8, офис 1",2.627028525
"""Davlat Maxmud Savdo"" ООО",Административные учреждения,"Узбекистан, 100142, Ташкент, МИРЗО-УЛУГБЕКСКИЙ РАЙОН, м-в ТТЗ-2, 24",3.389374948
"""Polibild"" ООО",Административные учреждения,"100000, г. Ташкент, Мирзо-Улугбекский район, пр-т Мустакиллик, д. 88",4.954796717
"""Main Engineering"" OOO",Административные учреждения,"г. Ташкент, Мирабадский район, ул. Сарикуль, д. 9",1.615115131
Аптека "Яккасарой дори" ЧП,Административные учреждения,"Узбекистан, Ташкент, ЯККАСАРАЙСКИЙ РАЙОН, ул. ШОТА РУСТАВЕЛИ, 84 А",3.137905363
Аптека "Сандалия 109" ООО,Административные учреждения,"Узбекистан, Ташкент, УЧТЕПИНСКИЙ РАЙОН, ул. ТАКАЧИ, 38",3.228768512
Аптека "Аибхон Медикал Бизнес" ЧП,Административные учреждения,"г. Ташкент, Олмазорский район, м-в Каракамыш 2/4, ул. Коракамиш-4, д. 13",3.286656033
Аптека "Xadra Group" ООО,Административные учреждения,"г. Ташкент, Шайхантаурский район, ул. Себзор, д. 1",1.750789021
Аптека "Vatan Farm Biznes" OOO,Административные учреждения,"г. Ташкент, Учтепинский район, м-в Чиланзар-24, ул. Лутфий, д. 8",4.225072946
Аптека "Sumiton Farm" ООО,Административные учреждения,"100077, г. Ташкент, Мирзо-Улугбекский район, ул. Буюк Ипак йули, д. 62, офис 26",2.503167693
Аптека "Shoxrizod Joxongir Farm Universal" ООО,Административные учреждения,"Узбекистан, Ташкент, ЯШНАБАДСКИЙ РАЙОН, туп. 6-й БИРЛАШГАН, 21",1.013550653
Аптека "Saydalo Farm" ООО,Административные учреждения,"г. Ташкент, Олмазорский район, м-в Олимпия, д. 7",1.426924652
Аптека  "Salud Farm" ООО,Административные учреждения,"Узбекистан, Ташкент, ЮНУСАБАДСКИЙ РАЙОН, ул. УСТА ШИРИН, 86",1.25382836
Аптека "Said Ziyo Biznes" ООО,Административные учреждения,"Узбекистан, Ташкент, ЮНУСАБАДСКИЙ РАЙОН, ул. ЧИНАБАД, 2, офис 2",2.89109925
Аптека "Rashid Farm" OOO Филиал,Административные учреждения,"г. Ташкент, Чиланзарский район, м-в Чиланзар-16, ул. Кичик Халка йули, д. 15",2.674962499
Аптека "Noshir Dori" ООО,Административные учреждения,"Узбекистан, 100059, Ташкент, ЯККАСАРАЙСКИЙ РАЙОН, ул. ШОТА РУСТАВЕЛИ, 120",3.745510364
Аптека "MPO" ("Mir Pharma Optical" ООО)  Филиал "Братские могилы",Административные учреждения,"Узбекистан, Ташкент, ЯККАСАРАЙСКИЙ РАЙОН, ул. ШОТА РУСТАВЕЛИ, 83, офис 46",3.437963777
Аптека "MPO" ("Mir Pharma Optical" ООО),Административные учреждения,"Узбекистан, 100070, Ташкент, ЯККАСАРАЙСКИЙ РАЙОН, ул. ШОТА РУСТАВЕЛИ, 13 Б",3.125465571
Аптека "Luqmoni-Hasan" ООО,Административные учреждения,"Узбекистан, 100084, Ташкент, ЮНУСАБАДСКИЙ РАЙОН, просп. АМИРА ТЕМУРА, 102",1.409114414
Аптека "Iroda Bio Farm" ООО,Административные учреждения,"Узбекистан, Ташкент, УЧТЕПИНСКИЙ РАЙОН, м-в ЧИЛАНЗАР-13, 9, офис 16",4.2174813
Аптека "Froksi Med" ООО,Административные учреждения,"Узбекистан, Ташкент, ШАЙХАНТАХУРСКИЙ РАЙОН, ул. СЕБЗАР, 14/1",1.643169521
Аптека "Fito Med Biznes" ООО,Административные учреждения,"100029, г. Ташкент, Мирабадский район, пр-т Ислама Каримова, д. 17/6",1.008198175
Аптека "Exclusive Lider Trade" ООО Филиал,Административные учреждения,"г. Ташкент, Мирзо-Улугбекский район, ул. Феруза, д. 3, офис 27",2.544033604
Аптека "Evro Farm" ООО,Административные учреждения,"г. Ташкент, Учтепинский район, м-в Чиланзар-14, д. 19",2.508406477
Аптека "Dorilomon" ЧП (Филиал),Административные учреждения,"100190, г. Ташкент, Юнусабадский район, м-в Юнусабад-7, ул. Мойкургон, д. 1, офис 2",2.768870513
Аптека "Doniyor Farm-M" ООО (1),Административные учреждения,"Узбекистан, 100019, Ташкент, АЛМАЗАРСКИЙ РАЙОН, ул. СЕБЗАР, 4 офис 119",3.655215672
Аптека "Dil-Djavohir" ООО,Административные учреждения,"Узбекистан, 100099, Ташкент, ЮНУСАБАДСКИЙ РАЙОН, пр. 4-й ХУШНАВО, 1",3.601334323
Аптека "Day Night" ООО,Административные учреждения,"г. Ташкент, Шайхантаурский район, ул. Коратош, д. 6, офис 10",2.737102988
Аптека "Davo" ("ATM Partners" ООО) (14),Административные учреждения,"Узбекистан, Ташкент, ЧИЛАНЗАРСКИЙ РАЙОН, ул. КИЧИК ХАЛКА ЙУЛИ, 38",4.603206822
Аптека "Davo" ("ATM Partners" ООО) (12),Административные учреждения,"г. Ташкент, Яккасарайский район, м-в Кушбеги, д. 3, офис 71",2.039043459
Аптека "Chulpan-Lek" ООО,Административные учреждения,"Узбекистан, 100096, Ташкент, ЧИЛАНЗАРСКИЙ РАЙОН, м-в ЧИЛАНЗАР-7, 10, офис 62",1.860805035
Аптека "Akbar Med Farm" OOO,Административные учреждения,"Узбекистан, 100123, Ташкент, УЧТЕПИНСКИЙ РАЙОН, м-в ЧИЛАНЗАР-12, 2/3",1.890205835
"""Smart Pharm Group"" ООО",Административные учреждения,"г. Ташкент, Чиланзарский район, ул. Кичик Халка йули, д. 17А",3.057223208
"""Центр света"" (""Абдуллаев А. А."" ЧП) Магазин",Административные учреждения,"Узбекистан, Ташкент, ЧИЛАНЗАРСКИЙ РАЙОН, ул. АРНАСОЙ, 34/1",4.027608233
"""Светолюкс"" (""Барноев А. Г."" Инд П) (2)",Административные учреждения,"г. Ташкент, Чиланзарский район, м-в Чиланзар-1, д. 59",4.849338593
"""Good Intent Trade"" ООО",Административные учреждения,"г. Ташкент, Яшнободский район, ул. Садыка Азимова, д. 51, офис 1",2.179370698
"""Spart Sistem"" ООО Офис",Административные учреждения,"Узбекистан, 100095, Ташкент, АЛМАЗАРСКИЙ РАЙОН, ул. ТАЛАБАЛАР, 16 Д",4.885080767
"""Dr-Reddy's Laboratories"" Представительство (Индия)",Административные учреждения,"Узбекистан, 100031, Ташкент, МИРАБАДСКИЙ РАЙОН, ул. АФРОСИАБ, 4, корпус С",1.19330766
"""Savobit""  ООО",Административные учреждения,"Узбекистан, Ташкент, ЯККАСАРАЙСКИЙ РАЙОН, ул. ШОТА РУСТАВЕЛИ, 156",1.116828534
"""Royal"" (""Thermo Water Electric"" ООО)",Административные учреждения,"г. Ташкент, Чиланзарский район, ул. Фурката, д. 175",4.355285275
"""B.H.T."" СП ООО Фирма производитель",Административные учреждения,"100073, г. Ташкент, Яшнободский район, ул. Джаркургон, д. 47",2.690215919
"""Avantika Medex"" (""Shining Impex"" ООО)",Административные учреждения,"100081, г. Ташкент, Чиланзарский район, ул. Козиробод, д. 8",4.735532445
"""O'zphm"" (""O'zpromholodmontaj"" ООО)",Административные учреждения,"Узбекистан, 100025, Ташкент, ЯККАСАРАЙСКИЙ РАЙОН, ул. АБДУЛЛЫ КАХХАРА, 73 А",1.80497707
"""Advance Pharmaceuticals Business"" ИП ООО",Административные учреждения,"100031, г. Ташкент, Яккасарайский район, ул. Кухинур, д. 2",2.467942046
"""Nasosservis"" ЧП",Административные учреждения,"Узбекистан, 100182, Ташкент, БЕКТЕМИРСКИЙ РАЙОН, ул. БАЙКАРО, 13",4.824143816
"""Novopharma Plus"" СП ООО Фирма производитель",Административные учреждения,"Узбекистан, 100084, Ташкент, ЮНУСАБАДСКИЙ РАЙОН, ул. БОДОМЗОР ЙУЛИ, 37 А",1.640487801
"""Energomax"" СПП",Административные учреждения,"Узбекистан, 100033, Ташкент, БЕКТЕМИРСКИЙ РАЙОН, ул. ОЛТИНТОПГАН, 8 А",4.819606977
"""Electro Control"" ООО",Административные учреждения,"г. Ташкент, Олмазорский район, ул. Уста Ширин, д. 136",1.59906597
"""Bravium"" филиал ""Миробод"" (""Bravium Universal"" ООО)",Административные учреждения,"г. Ташкент, Мирабадский район, ул. Сарбон, д. 1А",3.418737638
"""Baxi"" N1",Административные учреждения,"Узбекистан, город Ташкент, Чиланзарский район, улица Арнасай, квартал 2, дом 28",4.592770729
Аптека "Oxy-Med" ("Nika Farm Servis" ООО) Чиланзар №86,Административные учреждения,"г. Ташкент, Чиланзарский район, м-в Чиланзар-16, д. 15, офис 34",4.73281806
"""Bart Texnika Savdo"" ООО",Административные учреждения,"г. Ташкент, Чиланзарский район, ул. Мукими, д. 22",1.289256122
Аптека "Oxy-Med" ("Nika Farm Servis" ООО) М.Горький-6 №100,Административные учреждения,"г. Ташкент, Мирзо-Улугбекский район, ул. Буюк Ипак йули, д. 58, офис 76",4.538378906
Аптека "Oxy-Med" ("Nika Farm Servis"ООО) "Хамза" №34/3,Административные учреждения,"г. Ташкент, Чиланзарский район, ул. Мукими, д. 4",3.791180653
"""Thermex"" (""Thermal-Systems"" ООО) Магазин №2",Административные учреждения,"г. Ташкент, Учтепинский район, ул. Тошкент Халка Автомобиль йули, блок 4, магазин № 5-6",3.034135819
Аптека "Oxy-Med"("Nika Farm Servis" ООО)"Кара-Камыш" №4,Административные учреждения,"Узбекистан, 100178, Ташкент, АЛМАЗАРСКИЙ РАЙОН, м-в КАРАКАМЫШ-2/4, 1",2.03279379
Аптека "Dori-Darmon" АК (32),Административные учреждения,"Узбекистан, Ташкент, ЧИЛАНЗАРСКИЙ РАЙОН, ул. БОГИСТОН, 1, офис 14",1.778159674
Аптека "Dori-Darmon" АК (17),Административные учреждения,"Узбекистан, Ташкент, ЯККАСАРАЙСКИЙ РАЙОН, просп. БОБУРА, 16, офис 54",1.114681
"""Poly Art"" ООО",Административные учреждения,"г. Ташкент, Мирзо-Улугбекский район, ул. Сайрам, д. 26",1.170022731
"""Oikos"" (""Avazbayev Sherzod Dilshadovich"" ЧП)",Административные учреждения,"Узбекистан, 100100, Ташкент, ЯККАСАРАЙСКИЙ РАЙОН, ул. ШОТА РУСТАВЕЛИ, 57",4.287239289
Центральная областная больница,Административные учреждения,"Чиланзар-5, ул. Бунёдкор, 12",4.396942559
"""MDF Formation"" ООО",Административные учреждения,"Узбекистан, 100005, Ташкент, ЯШНАБАДСКИЙ РАЙОН, ул. ФАРГОНА ЙУЛИ, 11",3.353296729
Акушерский Комплекс №1,Административные учреждения,"м-в Спутник-17, 10",2.203680353
"""Республиканский специализированный научно-практический медицинский центр акушерства и гинекологии"" АО",Административные учреждения,"Узбекистан, 100124, Ташкент, МИРЗО-УЛУГБЕКСКИЙ РАЙОН, просп. МИРЗО УЛУГБЕКА, 132 А",3.833060073
"""Farmakom"" СП ООО",Административные учреждения,"Узбекистан, 100015, Ташкент, МИРАБАДСКИЙ РАЙОН, ул. АВЛИЁ-ОТА, 61 А",3.244130718
LOR PLUS SERVIS Филиал (Ц-6),Административные учреждения,"Массив Минор, 84/28",2.007916943
Horev Medical Center,Административные учреждения,"ул. Махтумкули, 105",3.973369083
"""Doktor O'ktam"" ЧП Частная клиника",Административные учреждения,"Узбекистан, 100169, Ташкент, ШАЙХАНТАХУРСКИЙ РАЙОН, ул. ЭШОНА БОБОХОНОВА, 10",4.422561451
Подстанция Скорой и Неотложной Медицинской Помощи №7,Административные учреждения,"ул. Янги Куйлюк, 6 А",4.431432238
Диспансер онкологический Ташкентской области,Административные учреждения,"Узбекистан, Ташкент, АЛМАЗАРСКИЙ РАЙОН, ул. ТАХТАПУЛ ДАРВОЗА, 341",3.653917362
"""Chastte"" (""Doni Trade & Service"" ООО)",Административные учреждения,"г. Ташкент, Мирзо-Улугбекский район, ул. Шахрисабз, д. 1",2.931789176
"""UCD Micros"" СП ООО  Oтдел дистрибьюции",Административные учреждения,"100025, г. Ташкент, Яккасарайский район, ул. Кичик Бешагач, д. 86",4.809226026
"""Srems Golden Pen"" ООО Магазин",Административные учреждения,"Узбекистан, Ташкент, МИРЗО-УЛУГБЕКСКИЙ РАЙОН, м-в ЯЛАНГАЧ, 2",1.19567153
"""SM-Service"" ООО Офис",Административные учреждения,"г. Ташкент, Мирзо-Улугбекский район, ул. Лашкарбеги, д. 17, офис 2",1.077190017
